Nb_of_items,item,cahs_price,make,model,Nbr_of_prod_purchas
45117,2,12,1179.0,85,734,1
45118,2,17,938.0,8,49,1
45119,3,17,938.0,8,49,1
45120,1,28,399.0,51,525,1
45121,3,57,939.0,109,924,1
45122,2,17,479.0,8,61,1
45123,2,17,849.0,8,65,1
45124,1,42,1039.0,146,1492,1
45125,1,17,429.0,8,18,1
45126,1,17,1649.0,8,72,1
45127,5,4,574.0,13,1166,1
45128,1,16,369.0,8,324,1
45129,2,55,649.0,8,173,1
45130,1,17,1099.0,8,73,1
45131,1,15,379.0,8,293,1
45132,1,17,1187.0,8,54,1
45133,1,16,749.0,8,314,1
45134,1,16,349.0,8,324,1
45135,1,15,669.0,8,293,1
45136,1,17,893.0,196,2837,1
45137,1,17,887.0,8,50,1
45138,1,57,1189.0,165,2404,1
45139,1,41,650.0,146,1166,1
45140,1,46,1599.0,99,1166,1
45141,1,17,887.0,8,50,1
45142,2,16,409.0,153,2237,1
45143,2,17,889.0,8,50,1
45144,1,17,898.0,8,50,1
45145,2,57,1799.0,109,937,1
45146,1,57,1099.0,109,924,1
45147,2,57,1099.0,109,927,1
45148,2,17,539.0,8,34,1
45149,2,17,899.0,8,50,1
45150,1,57,2999.0,153,2286,1
45151,1,16,399.0,8,331,1
45152,1,17,2399.0,8,81,1
45153,1,57,1899.0,140,1113,1
45154,3,42,2199.0,50,520,1
45155,2,17,1735.0,8,79,1
45156,1,5,1570.0,158,2360,1
45157,3,17,1299.0,8,75,1
45158,1,17,898.0,8,50,1
45159,1,57,899.0,109,926,1
45160,2,17,1449.0,8,76,1
45161,1,41,2699.0,146,1166,1
45162,1,17,1117.0,8,50,1
45163,1,17,999.0,153,2234,1
45164,1,15,379.0,8,293,1
45165,2,42,2104.0,146,1852,1
45166,1,16,369.0,8,326,1
45167,1,17,889.0,8,50,1
45168,2,17,1112.0,8,33,2
45169,1,17,1379.0,8,54,1
45170,1,57,1099.0,109,927,1
45171,1,17,949.0,8,50,1
45172,2,17,949.0,8,50,1
45173,4,12,999.0,146,1820,1
45174,1,57,2399.0,153,2270,1
45175,1,17,1899.0,8,79,1
45176,3,17,1052.0,8,73,1
45177,2,17,938.0,8,49,1
45178,2,17,1379.0,8,51,1
45179,1,17,898.0,8,50,1
45180,1,17,1117.0,8,50,1
45181,1,17,889.0,8,50,1
45182,2,17,937.0,8,49,1
45183,1,57,789.0,109,926,1
45184,2,16,399.0,8,329,1
45185,1,17,893.0,8,50,1
45186,1,16,699.0,8,342,1
45187,1,17,899.0,8,68,1
45188,1,17,887.0,8,50,1
45189,2,17,749.0,8,63,1
45190,2,16,399.0,8,331,1
45191,1,17,1855.0,8,79,1
45192,2,56,2199.0,153,1155,1
45193,1,17,1187.0,8,54,1
45194,3,42,679.0,146,1186,1
45195,2,17,2235.0,8,81,1
45196,2,17,1168.0,8,54,1
45197,1,17,1099.0,8,6,1
45198,4,17,1649.0,8,59,1
45199,1,55,649.0,8,173,1
45200,2,55,599.0,8,173,1
45201,1,16,369.0,8,278,1
45202,1,17,1168.0,8,54,1
45203,2,57,1899.0,109,937,1
45204,1,17,2470.0,8,3,1
45205,1,16,399.0,8,329,1
45206,1,57,899.0,165,2408,1
45207,1,9,1349.0,190,2720,1
45208,1,17,1099.0,8,73,1
45209,2,57,1699.0,109,937,1
45210,1,17,1855.0,8,79,1
45211,1,57,1799.0,109,937,1
45212,2,57,1043.0,196,2837,1
45213,2,17,1146.0,8,49,1
45214,1,17,734.0,8,63,1
45215,2,17,1152.0,8,51,1
45216,1,55,774.0,8,188,1
45217,12,46,1399.0,146,1463,1
45218,2,17,1149.0,8,59,1
45219,2,46,899.0,99,807,1
45220,2,17,849.0,8,65,1
45221,2,17,1555.0,8,55,1
45222,2,12,712.0,193,2795,2
45223,1,17,889.0,8,50,1
45224,1,17,679.0,153,2232,1
45225,1,57,1178.0,109,929,1
45226,1,57,1143.0,109,929,1
45227,1,42,1349.0,146,1433,1
45228,2,17,999.0,8,71,1
45229,1,57,1099.0,109,924,1
45230,4,17,1080.0,8,73,1
45231,1,16,339.0,153,2246,1
45232,2,17,949.0,8,50,1
45233,2,17,949.0,8,50,1
45234,1,16,369.0,8,324,1
45235,2,57,899.0,165,2395,1
45236,1,17,749.0,8,63,1
45237,1,57,1299.0,109,924,1
45238,2,55,674.0,8,207,1
45239,3,17,556.0,8,33,1
45240,2,42,1198.0,193,2816,2
45241,1,17,499.0,8,33,1
45242,2,57,1999.0,109,937,1
45243,2,17,619.0,153,2232,1
45244,2,17,1168.0,8,54,1
45245,1,17,1100.0,8,50,1
45246,2,17,1099.0,8,73,1
45247,2,17,999.0,8,71,1
45248,2,17,719.0,8,82,1
45249,3,15,749.0,8,293,1
45250,2,17,549.0,8,33,1
45251,1,17,669.0,8,33,1
45252,1,17,2599.0,8,81,1
45253,2,16,399.0,8,329,1
45254,2,57,1799.0,165,2409,1
45255,1,17,889.0,8,50,1
45256,2,17,938.0,8,49,1
45257,1,57,799.0,109,922,1
45258,1,17,749.0,8,63,1
45259,2,16,369.0,8,326,1
45260,1,17,1148.0,8,50,1
45261,3,17,2399.0,8,81,1
45262,3,42,4396.0,146,1415,4
45263,1,17,929.0,8,49,1
45264,1,17,889.0,8,50,1
45265,1,17,949.0,8,50,1
45266,2,17,938.0,8,49,1
45267,1,57,949.0,109,927,1
45268,3,41,998.0,146,1166,2
45269,1,57,1499.0,165,2406,1
45270,2,15,349.0,8,293,1
45271,3,17,1080.0,8,73,1
45272,1,17,1049.0,8,67,1
45273,1,16,379.0,8,295,1
45274,1,57,1499.0,153,2261,1
45275,1,57,2559.0,153,2292,1
45276,2,17,749.0,8,63,1
45277,2,17,1099.0,8,7,1
45278,1,17,309.0,8,60,1
45279,1,16,369.0,8,324,1
45280,1,17,1117.0,8,50,1
45281,1,12,649.0,146,1166,1
45282,1,16,399.0,8,329,1
45283,3,16,409.0,8,303,1
45284,2,17,549.0,8,33,1
45285,2,16,379.0,8,295,1
45286,2,46,1879.0,99,1166,1
45287,1,17,559.0,8,34,1
45288,1,16,379.0,8,295,1
45289,2,17,1899.0,8,79,1
45290,1,17,889.0,8,50,1
45291,1,17,959.0,8,71,1
45292,2,17,1529.0,8,59,1
45293,1,17,887.0,8,50,1
45294,2,17,1148.0,8,49,1
45295,2,56,1198.0,109,1066,1
45296,1,55,624.0,8,207,1
45297,1,17,749.0,8,63,1
45298,2,57,2799.0,153,2292,1
45299,7,14,275.0,146,1166,1
45300,1,57,1034.0,153,2261,1
45301,2,17,569.0,8,82,1
45302,4,5,999.0,86,758,1
45303,2,55,1099.0,8,223,1
45304,2,17,679.0,196,2837,1
45305,2,17,1249.0,8,76,1
45306,2,17,691.0,8,33,1
45307,1,16,379.0,8,298,1
45308,6,17,2479.0,120,1008,1
45309,2,57,2198.0,109,927,2
45310,1,17,949.0,8,50,1
45311,1,17,898.0,8,50,1
45312,2,15,379.0,8,293,1
45313,2,41,2199.0,146,1166,1
45314,2,17,549.0,8,33,1
45315,1,42,1559.0,146,1868,1
45316,2,17,999.0,8,71,1
45317,2,17,1358.0,8,54,1
45318,1,17,1187.0,8,54,1
45319,2,16,369.0,8,326,1
45320,2,17,887.0,8,50,1
45321,1,16,379.0,8,298,1
45322,2,12,1299.0,61,570,1
45323,2,17,1769.0,8,79,1
45324,3,17,1449.0,8,59,1
45325,3,17,959.0,8,71,1
45326,1,57,1199.0,109,927,1
45327,1,17,889.0,8,50,1
45328,1,56,1195.0,196,2837,1
45329,1,17,1168.0,8,54,1
45330,1,17,599.0,8,40,1
45331,2,17,728.0,8,40,1
45332,1,57,1399.0,109,929,1
45333,1,57,899.0,165,2408,1
45334,1,17,898.0,8,50,1
45335,2,57,999.0,109,924,1
45336,1,17,1148.0,8,50,1
45337,2,15,479.0,8,293,1
45338,1,17,1187.0,8,54,1
45339,2,17,1785.0,8,53,1
45340,1,57,2099.0,153,2281,1
45341,1,57,2799.0,109,941,1
45342,2,57,1599.0,165,2411,1
45343,1,17,899.0,8,50,1
45344,1,17,889.0,8,50,1
45345,1,17,1249.0,8,76,1
45346,2,55,774.0,8,188,1
45347,1,17,887.0,8,50,1
45348,2,17,2129.0,8,4,1
45349,2,46,1598.0,146,1166,2
45350,1,12,1649.0,146,1761,1
45351,2,17,2425.0,8,81,1
45352,3,57,1099.0,153,2301,1
45353,3,56,1195.0,109,1066,1
45354,1,17,949.0,8,50,1
45355,2,42,1549.0,146,1251,1
45356,2,17,999.0,8,71,1
45357,1,17,1117.0,8,50,1
45358,2,12,2599.0,146,1762,1
45359,2,17,1152.0,8,51,1
45360,2,16,369.0,153,2248,1
45361,2,55,1199.0,8,236,1
45362,3,17,1117.0,8,50,1
45363,1,17,1649.0,8,72,1
45364,1,16,369.0,8,326,1
45365,1,17,1649.0,8,59,1
45366,1,17,889.0,8,50,1
45367,2,17,939.0,8,49,1
45368,1,57,949.0,109,927,1
45369,1,17,1099.0,8,77,1
45370,2,17,619.0,153,2232,1
45371,11,44,699.0,20,384,1
45372,2,17,949.0,8,50,1
45373,1,17,1799.0,8,76,1
45374,1,17,1559.0,8,53,1
45375,2,17,1049.0,8,69,1
45376,1,17,1149.0,8,54,1
45377,1,17,893.0,8,50,1
45378,2,17,949.0,8,50,1
45379,1,17,898.0,8,50,1
45380,2,17,1555.0,8,55,1
45381,1,17,949.0,8,50,1
45382,2,17,889.0,8,50,1
45383,1,42,1599.0,146,1544,1
45384,2,17,1299.0,8,75,1
45385,3,57,848.0,165,2408,1
45386,4,12,899.0,172,2107,1
45387,1,42,1049.0,141,1127,1
45388,2,17,849.0,8,65,1
45389,2,16,364.0,8,329,1
45390,2,17,1358.0,8,54,1
45391,1,57,1699.0,165,2413,1
45392,3,17,999.0,8,68,1
45393,2,17,749.0,8,63,1
45394,3,16,369.0,8,324,1
45395,1,17,899.0,8,46,1
45396,1,17,1052.0,8,73,1
45397,1,57,578.0,109,899,1
45398,3,5,750.0,86,748,1
45399,4,17,1099.0,8,73,1
45400,1,55,874.0,8,188,1
45401,1,17,1769.0,8,79,1
45402,1,57,1299.0,109,929,1
45403,1,56,4799.0,109,1076,1
45404,2,17,4940.0,8,4,2
45405,1,57,1319.0,153,2285,1
45406,2,42,2749.0,146,1240,1
45407,1,17,929.0,8,50,1
45408,1,42,1095.0,173,2547,1
45409,2,54,999.0,153,2250,1
45410,1,17,555.0,8,34,1
45411,1,17,1649.0,8,59,1
45412,1,17,849.0,8,65,1
45413,1,17,965.0,8,71,1
45414,1,57,1099.0,109,924,1
45415,2,17,1555.0,8,55,1
45416,1,17,849.0,8,65,1
45417,1,42,1449.0,146,1195,1
45418,1,17,719.0,8,82,1
45419,3,56,3299.0,165,796,1
45420,2,55,599.0,8,173,1
45421,2,16,649.0,8,338,1
45422,1,17,1319.0,8,54,1
45423,2,17,1149.0,8,54,1
45424,1,57,1099.0,109,931,1
45425,2,57,2199.0,165,2409,1
45426,1,17,309.0,8,60,1
45427,1,57,1799.0,165,2409,1
45428,1,17,1379.0,8,54,1
45429,2,57,1799.0,109,937,1
45430,1,17,949.0,8,50,1
45431,2,54,1099.0,8,230,1
45432,2,17,889.0,8,50,1
45433,1,42,1849.0,146,1259,1
45434,3,57,2199.0,109,939,1
45435,1,16,499.0,8,344,1
45436,2,16,399.0,8,279,1
45437,3,12,1079.0,146,1483,1
45438,2,12,1519.0,146,1757,1
45439,2,55,624.0,8,207,1
45440,1,16,369.0,8,278,1
45441,3,12,556.0,146,1946,4
45442,2,17,1099.0,8,6,1
45443,3,17,1855.0,8,79,1
45444,3,57,1399.0,109,915,1
45445,2,55,624.0,8,207,1
45446,2,17,1319.0,8,54,1
45447,1,17,1149.0,8,54,1
45448,2,17,630.0,8,48,1
45449,1,57,1799.0,153,2311,1
45450,1,42,2149.0,146,1214,1
45451,1,42,1995.0,173,2592,1
45452,1,17,1117.0,8,50,1
45453,1,17,1149.0,8,54,1
45454,1,17,1798.0,8,55,1
45455,2,17,1339.0,8,40,1
45456,1,17,959.0,8,71,1
45457,2,57,1192.0,109,929,1
45458,2,17,1958.0,8,49,2
45459,1,55,1199.0,8,236,1
45460,1,16,649.0,8,341,1
45461,2,17,1249.0,8,59,1
45462,3,17,1590.0,44,497,1
45463,1,57,1192.0,109,929,1
45464,1,16,369.0,8,324,1
45465,2,17,1999.0,8,77,1
45466,2,46,999.0,146,1929,1
45467,2,16,369.0,153,2248,1
45468,2,57,1099.0,109,924,1
45469,2,17,1147.0,8,49,1
45470,1,17,1100.0,8,50,1
45471,3,12,1099.0,146,1166,1
45472,1,16,369.0,8,326,1
45473,1,17,691.0,8,33,1
45474,1,17,949.0,8,50,1
45475,1,57,2499.0,140,1107,1
45476,3,16,379.0,8,295,1
45477,3,56,2999.0,109,1072,1
45478,1,17,1187.0,8,54,1
45479,2,56,1699.0,140,98,1
45480,2,16,369.0,8,326,1
45481,2,16,499.0,8,282,1
45482,2,17,889.0,8,50,1
45483,1,16,369.0,8,326,1
45484,1,17,1099.0,8,73,1
45485,4,17,1899.0,8,79,1
45486,2,17,1649.0,8,59,1
45487,3,46,1585.0,99,1166,1
45488,1,17,1149.0,8,54,1
45489,2,40,775.0,146,1891,5
45490,4,17,949.0,8,50,1
45491,2,17,1052.0,8,73,1
45492,1,17,898.0,8,50,1
45493,1,17,899.0,8,50,1
45494,1,54,649.0,153,2223,1
45495,1,17,889.0,8,50,1
45496,1,17,1499.0,8,59,1
45497,5,17,1799.0,8,76,1
45498,2,16,409.0,8,299,1
45499,1,17,889.0,8,50,1
45500,1,16,399.0,8,329,1
45501,1,17,1187.0,8,54,1
45502,3,46,499.0,146,1166,1
45503,2,17,1649.0,8,59,1
45504,1,17,1379.0,8,54,1
45505,2,17,1187.0,8,54,1
45506,1,42,1699.0,146,1562,1
45507,1,57,1099.0,153,2301,1
45508,1,17,749.0,8,63,1
45509,2,17,1855.0,8,79,1
45510,3,17,1299.0,8,75,1
45511,1,42,1079.0,146,1558,1
45512,2,57,1299.0,165,2411,1
45513,1,17,1459.0,8,53,1
45514,1,17,889.0,8,50,1
45515,3,17,1152.0,8,51,1
45516,1,57,1149.0,153,2261,1
45517,1,12,2299.0,175,2628,1
45518,2,17,949.0,8,50,1
45519,3,17,929.0,8,49,1
45520,1,17,1187.0,8,54,1
45521,2,57,1139.0,109,929,1
45522,2,55,624.0,8,207,1
45523,2,17,893.0,8,50,1
45524,1,17,1117.0,8,49,1
45525,1,17,949.0,8,50,1
45526,3,17,2399.0,8,81,1
45527,1,17,949.0,8,50,1
45528,2,17,2155.0,8,79,1
45529,1,16,699.0,8,306,1
45530,1,17,2399.0,8,81,1
45531,3,17,1529.0,8,59,1
45532,1,15,479.0,8,293,1
45533,1,17,889.0,8,50,1
45534,2,17,552.0,8,33,1
45535,1,17,959.0,8,71,1
45536,1,17,1117.0,8,50,1
45537,2,16,499.0,8,344,1
45538,1,16,699.0,8,342,1
45539,4,12,783.0,157,2329,1
45540,1,17,1379.0,8,54,1
45541,1,17,1117.0,8,50,1
45542,2,17,699.0,8,48,1
45543,1,57,999.0,109,931,1
45544,1,17,1187.0,8,54,1
45545,2,57,1299.0,109,916,1
45546,1,57,899.0,109,934,1
45547,3,57,999.0,165,2395,1
45548,3,17,529.0,8,34,1
45549,1,42,1749.0,146,1393,1
45550,1,57,699.0,165,2392,1
45551,2,17,1330.0,8,59,1
45552,4,17,1549.0,8,53,1
45553,2,17,1899.0,8,79,1
45554,1,17,1249.0,8,59,1
45555,1,57,1299.0,109,924,1
45556,2,12,3499.0,146,1758,1
45557,1,17,949.0,8,50,1
45558,1,17,1187.0,8,54,1
45559,3,17,949.0,8,50,1
45560,1,16,379.0,8,297,1
45561,2,17,889.0,8,50,1
45562,3,17,1099.0,8,73,1
45563,2,57,679.0,165,2387,1
45564,1,55,774.0,8,188,1
45565,1,57,1699.0,109,937,1
45566,1,17,1459.0,8,53,1
45567,1,17,1149.0,8,54,1
45568,2,17,1187.0,8,54,1
45569,1,57,899.0,165,2408,1
45570,1,57,1599.0,153,2268,1
45571,1,16,369.0,8,326,1
45572,3,12,659.0,157,2328,1
45573,1,16,369.0,8,326,1
45574,2,42,1198.0,146,1355,2
45575,1,17,825.0,8,65,1
45576,1,17,1649.0,8,59,1
45577,1,17,889.0,8,50,1
45578,3,42,1589.0,146,1250,1
45579,2,55,874.0,8,188,1
45580,3,17,1379.0,8,51,1
45581,2,16,509.0,8,319,1
45582,7,16,379.0,8,295,1
45583,1,57,1099.0,153,2301,1
45584,1,57,1099.0,109,924,1
45585,2,16,369.0,8,324,1
45586,1,53,1399.0,128,1034,1
45587,2,15,379.0,8,293,1
45588,3,17,1555.0,8,55,1
45589,1,57,2999.0,165,2410,1
45590,3,17,949.0,8,50,1
45591,2,17,1152.0,8,51,1
45592,1,17,889.0,8,50,1
45593,1,17,2235.0,8,81,1
45594,3,57,1799.0,165,2409,1
45595,2,9,749.0,62,578,1
45596,1,17,949.0,8,50,1
45597,1,54,349.0,153,2207,1
45598,1,57,899.0,165,2408,1
45599,1,17,1159.0,8,54,1
45600,2,16,399.0,8,328,1
45601,3,15,669.0,8,293,1
45602,1,17,749.0,153,2232,1
45603,2,17,1187.0,8,54,1
45604,1,17,999.0,8,71,1
45605,2,57,1499.0,153,2276,1
45606,3,17,2299.0,8,10,1
45607,1,17,889.0,8,50,1
45608,3,17,719.0,8,82,1
45609,1,57,578.0,109,899,1
45610,1,16,479.0,8,305,1
45611,2,17,1159.0,8,54,1
45612,3,17,1100.0,8,50,1
45613,1,17,1319.0,8,54,1
45614,2,42,599.0,172,2112,1
45615,1,57,1099.0,153,2271,1
45616,2,17,893.0,8,50,1
45617,1,17,719.0,8,82,1
45618,1,57,578.0,109,899,1
45619,3,41,599.0,146,1166,1
45620,3,17,2799.0,8,3,1
45621,1,16,399.0,8,279,1
45622,2,15,349.0,8,293,1
45623,2,29,600.0,5,1166,1
45624,2,17,1379.0,8,54,1
45625,1,17,999.0,8,71,1
45626,2,17,1149.0,8,54,1
45627,2,17,749.0,8,63,1
45628,2,17,1249.0,8,59,1
45629,2,57,1099.0,153,2301,1
45630,3,17,1149.0,8,59,1
45631,2,17,539.0,8,34,1
45632,2,57,1143.0,153,2284,1
45633,1,17,1249.0,8,59,1
45634,1,57,1199.0,109,924,1
45635,1,17,749.0,8,63,1
45636,1,17,749.0,8,63,1
45637,1,57,1099.0,109,929,1
45638,2,17,1249.0,8,76,1
45639,1,16,364.0,8,322,1
45640,1,17,949.0,8,50,1
45641,2,42,1899.0,146,1541,1
45642,1,17,1319.0,8,54,1
45643,1,17,1117.0,8,50,1
45644,2,57,1399.0,109,915,1
45645,1,17,1149.0,8,59,1
45646,6,47,507.0,146,990,1
45647,2,17,889.0,8,50,1
45648,10,12,375.0,146,1166,1
45649,2,12,2099.0,146,1761,1
45650,2,17,1319.0,8,54,1
45651,2,17,1549.0,8,53,1
45652,2,16,409.0,8,303,1
45653,1,17,898.0,8,50,1
45654,1,57,1149.0,153,2301,1
45655,2,42,1799.0,36,453,1
45656,3,17,1099.0,8,73,1
45657,3,16,369.0,8,326,1
45658,4,12,959.0,146,1759,1
45659,1,17,1499.0,8,59,1
45660,1,17,899.0,8,50,1
45661,2,17,2479.0,120,1008,1
45662,3,17,899.0,8,50,1
45663,1,57,999.0,109,924,1
45664,1,42,2749.0,146,1240,1
45665,1,42,1849.0,146,1225,1
45666,1,17,1855.0,8,79,1
45667,1,17,1052.0,8,73,1
45668,2,16,369.0,8,324,1
45669,1,17,569.0,8,82,1
45670,2,16,394.0,8,329,1
45671,2,57,1999.0,109,937,1
45672,1,17,749.0,8,63,1
45673,2,17,1899.0,8,79,1
45674,3,17,1379.0,8,54,1
45675,1,46,1999.0,110,956,1
45676,2,16,399.0,8,329,1
45677,2,12,799.0,146,1972,1
45678,1,57,2299.0,153,2274,1
45679,1,17,3999.0,8,12,1
45680,3,12,799.0,146,1840,1
45681,1,57,999.0,109,924,1
45682,1,17,1379.0,8,51,1
45683,3,17,556.0,8,33,1
45684,1,12,1099.0,146,1779,1
45685,1,12,1840.0,175,2620,1
45686,3,17,579.0,8,33,1
45687,1,17,2399.0,8,81,1
45688,1,17,1379.0,8,54,1
45689,1,16,409.0,8,299,1
45690,1,17,937.0,8,49,1
45691,1,57,999.0,109,924,1
45692,1,17,569.0,8,82,1
45693,2,17,949.0,8,50,1
45694,2,16,399.0,8,279,1
45695,1,17,1449.0,8,59,1
45696,1,54,669.0,153,2223,1
45697,1,17,569.0,8,82,1
45698,2,57,1299.0,153,2266,1
45699,4,5,1300.0,86,756,1
45700,2,17,1052.0,8,73,1
45701,2,17,1500.0,8,59,1
45702,1,57,979.0,153,2301,1
45703,1,17,1379.0,8,54,1
45704,1,17,1549.0,8,53,1
45705,1,16,399.0,8,329,1
45706,1,17,1769.0,8,79,1
45707,2,57,1799.0,153,2279,1
45708,1,17,1117.0,8,49,1
45709,1,17,1899.0,8,79,1
45710,1,42,1995.0,173,2593,1
45711,2,12,880.0,146,1777,1
45712,2,16,399.0,8,329,1
45713,2,17,1117.0,8,50,1
45714,1,17,2399.0,8,81,1
45715,2,17,1149.0,8,59,1
45716,1,17,889.0,8,50,1
45717,5,17,1099.0,8,73,1
45718,1,17,1117.0,8,50,1
45719,2,17,1187.0,8,54,1
45720,1,17,1649.0,8,72,1
45721,1,17,2399.0,8,79,1
45722,2,17,549.0,8,33,1
45723,1,17,1549.0,8,53,1
45724,1,17,889.0,8,50,1
45725,1,17,1899.0,8,79,1
45726,2,17,1148.0,8,50,1
45727,1,57,1799.0,165,2409,1
45728,1,17,1117.0,8,50,1
45729,1,37,1699.0,165,2385,1
45730,1,17,1999.0,8,53,1
45731,2,17,2599.0,8,81,1
45732,2,55,774.0,8,188,1
45733,1,17,1148.0,8,50,1
45734,2,17,1363.0,8,59,1
45735,2,55,874.0,8,188,1
45736,1,42,1799.0,146,1294,1
45737,2,17,1749.0,8,66,1
45738,2,17,1379.0,8,51,1
45739,2,17,999.0,8,77,1
45740,1,17,1120.0,8,50,1
45741,1,17,1735.0,8,79,1
45742,2,17,1149.0,8,54,1
45743,1,17,949.0,8,50,1
45744,2,17,1899.0,8,79,1
45745,2,57,1199.0,165,2404,1
45746,2,17,734.0,8,63,1
45747,1,17,999.0,8,71,1
45748,1,17,949.0,8,50,1
45749,1,17,2235.0,8,81,1
45750,2,17,569.0,8,82,1
45751,2,17,1150.0,8,59,1
45752,1,17,2235.0,8,81,1
45753,2,57,1099.0,109,924,1
45754,1,17,849.0,8,65,1
45755,1,17,1449.0,8,59,1
45756,2,55,1099.0,8,223,1
45757,3,56,2098.0,109,1073,1
45758,3,17,1187.0,8,54,1
45759,3,16,409.0,8,303,1
45760,3,42,2797.0,193,2742,1
45761,1,16,499.0,8,347,1
45762,1,16,379.0,8,295,1
45763,1,17,719.0,8,82,1
45764,2,17,949.0,8,49,1
45765,3,17,1899.0,8,79,1
45766,1,17,749.0,8,63,1
45767,2,17,999.0,8,71,1
45768,2,17,1149.0,8,54,1
45769,3,17,1299.0,8,75,1
45770,1,57,2199.0,165,2409,1
45771,2,57,1099.0,153,2301,1
45772,2,15,719.0,8,293,1
45773,1,57,1192.0,109,929,1
45774,1,16,394.0,8,329,1
45775,1,57,1199.0,109,929,1
45776,1,17,1769.0,8,79,1
45777,2,16,379.0,8,295,1
45778,1,17,2599.0,8,81,1
45779,2,17,539.0,8,34,1
45780,3,16,369.0,8,326,1
45781,2,17,889.0,8,50,1
45782,1,57,1679.0,109,937,1
45783,1,17,889.0,8,50,1
45784,1,17,1149.0,8,76,1
45785,2,17,887.0,8,50,1
45786,3,17,691.0,8,33,1
45787,2,17,749.0,8,63,1
45788,2,17,938.0,8,49,1
45789,2,17,999.0,8,71,1
45790,1,17,1849.0,8,8,1
45791,1,12,6479.0,146,2173,1
45792,1,17,929.0,8,50,1
45793,1,57,1199.0,109,929,1
45794,1,17,309.0,8,60,1
45795,1,17,889.0,8,50,1
45796,1,57,1499.0,109,932,1
45797,3,17,1117.0,8,50,1
45798,2,17,1899.0,8,79,1
45799,2,57,2499.0,165,2409,1
45800,1,57,1388.0,153,2268,1
45801,1,16,798.0,8,329,2
45802,1,17,1799.0,8,79,1
45803,1,17,1100.0,8,50,1
45804,2,17,689.0,8,33,1
45805,1,57,1499.0,165,2406,1
45806,2,57,1299.0,153,2301,1
45807,1,12,1599.0,146,1759,1
45808,1,17,1649.0,8,77,1
45809,1,57,579.0,109,899,1
45810,1,42,1449.0,172,2483,1
45811,1,57,1099.0,109,927,1
45812,1,17,1168.0,8,54,1
45813,1,17,1149.0,8,54,1
45814,1,57,2799.0,109,942,1
45815,1,17,849.0,8,65,1
45816,1,16,399.0,8,327,1
45817,2,17,1799.0,8,76,1
45818,1,57,1679.0,109,937,1
45819,2,15,479.0,8,293,1
45820,2,16,369.0,8,324,1
45821,2,57,999.0,109,924,1
45822,1,17,887.0,8,50,1
45823,2,57,2199.0,109,939,1
45824,1,17,1159.0,8,54,1
45825,3,54,410.0,153,2207,1
45826,1,42,2299.0,146,1211,1
45827,1,17,949.0,8,50,1
45828,1,57,899.0,109,926,1
45829,1,17,1146.0,8,49,1
45830,2,16,649.0,8,333,1
45831,2,17,1649.0,8,8,1
45832,4,11,215.0,146,1166,1
45833,1,17,749.0,8,63,1
45834,3,17,1798.0,8,53,1
45835,3,17,1080.0,8,73,1
45836,1,57,1599.0,165,2411,1
45837,1,17,2425.0,8,81,1
45838,1,16,399.0,8,329,1
45839,1,17,999.0,8,69,1
45840,1,17,949.0,8,50,1
45841,2,16,394.0,8,329,1
45842,2,16,499.0,8,347,1
45843,1,9,1852.0,17,375,1
45844,2,16,399.0,8,329,1
45845,1,17,1117.0,8,50,1
45846,1,17,929.0,8,49,1
45847,3,16,489.0,8,312,1
45848,1,17,1120.0,8,50,1
45849,1,57,1099.0,165,2405,1
45850,1,16,379.0,8,295,1
45851,2,16,329.0,8,322,1
45852,3,42,1499.0,172,2113,1
45853,2,17,1187.0,8,54,1
45854,2,55,1199.0,8,236,1
45855,1,16,399.0,8,330,1
45856,2,57,1999.0,109,932,1
45857,1,17,889.0,8,50,1
45858,1,17,499.0,8,33,1
45859,1,57,1099.0,109,924,1
45860,1,17,949.0,8,50,1
45861,1,17,749.0,8,63,1
45862,2,57,1935.0,153,2281,1
45863,1,42,2478.0,69,607,2
45864,1,17,887.0,8,50,1
45865,2,15,379.0,8,293,1
45866,4,17,999.0,153,2234,1
45867,2,17,1099.0,8,73,1
45868,1,15,349.0,8,293,1
45869,2,15,379.0,8,293,1
45870,1,17,1117.0,8,50,1
45871,1,17,899.0,8,50,1
45872,2,17,1769.0,8,79,1
45873,1,17,1168.0,8,54,1
45874,7,12,899.0,61,1166,1
45875,2,41,1049.0,141,1166,1
45876,1,33,1449.0,80,697,1
45877,1,16,379.0,8,295,1
45878,1,17,949.0,8,50,1
45879,2,16,369.0,8,324,1
45880,1,16,399.0,8,279,1
45881,2,57,1199.0,140,1101,1
45882,3,12,899.0,146,1484,1
45883,2,17,2599.0,8,81,1
45884,2,17,1117.0,8,50,1
45885,2,17,2599.0,8,81,1
45886,3,17,849.0,8,65,1
45887,2,12,1099.0,146,1166,1
45888,2,57,3999.0,109,944,1
45889,2,17,1187.0,8,54,1
45890,2,17,1499.0,8,59,1
45891,2,17,849.0,8,65,1
45892,1,57,1099.0,109,931,1
45893,2,16,379.0,8,269,1
45894,1,57,779.0,165,2405,1
45895,1,42,1449.0,78,673,1
45896,1,57,1149.0,153,2301,1
45897,3,16,409.0,8,303,1
45898,3,17,959.0,8,71,1
45899,1,17,1299.0,8,75,1
45900,2,17,749.0,8,63,1
45901,1,17,1899.0,8,79,1
45902,1,17,1187.0,8,54,1
45903,2,17,893.0,8,50,1
